Column Names
From
To Time
Z08_HEC1M-ELEV18_IN
Z08_HEC1M-ELEV18_OUT
Z33_C1-WestConcourse_IN
Z33_C1-WestConcourse_OUT
Z32_T1ESC19&20/ZONE32_NorthEsc_IN
Z32_T1ESC19&20/ZONE32_NorthEsc_OUT
Z32_T1ESC19&20/ZONE32_SouththEsc_IN
Z32_T1ESC19&20/ZONE32_SouththEsc_OUT
Z34_South Blacony Ring_West_Stair_IN
Z34_South Blacony Ring_West_Stair_OUT
Z34_South Blacony Ring_West_Esc_IN
Z34_South Blacony Ring_West_Esc_OUT
Z34_SouthBalconyRing_Passage_IN
Z34_SouthBalconyRing_Passage_OUT
Z34_SouthBalconyRing_EastStair_IN
Z34_SouthBalconyRing_EastStair_OUT
Z34_SouthBalconyRing_EastEsc_IN
Z34_SouthBalconyRing_EastEsc_OUT
Z06_C1-WestProjection_Elevator_IN
Z06_C1-WestProjection_Elevator_OUT
Z35_NorthBalconyRing_WestStair_IN
Z35_NorthBalconyRing_WestStair_OUT
Z35_NorthBalconyRing_WestEsc__IN
Z35_NorthBalconyRing_WestEsc__OUT
Z35_NorthBalconyRing_Passage_IN
Z35_NorthBalconyRing_Passage_OUT
Z35_NorthBalconyRing_Passage_IN.1
Z35_NorthBalconyRing_Passage_OUT.1
Z36_SouthConcourse_Retail_IN
Z36_SouthConcourse_Retail_OUT
Z37_NorthPassage_WestStair_IN
Z37_NorthPassage_WestStair_OUT
Z37_NorthPassage_WestEsc_IN
Z37_NorthPassage_WestEsc_OUT
Z37_NorthPassage_IN
Z37_NorthPassage_OUT
Z37_NorthPassage_EastEsc_IN
Z37_NorthPassage_EastEsc_OUT
Z37_NorthPassage_EastStair_IN
Z37_NorthPassage_EastStair_OUT
Z38_NorthEastOculus_Elevator_IN
Z38_NorthEastOculus_Elevator_OUT
Z38_NorthEastOculus_SouthEsc_IN
Z38_NorthEastOculus_SouthEsc_OUT
Z38_NorthEastOculus_NorthEsc_IN
Z38_NorthEastOculus_NorthEsc_OUT
Z39_SouthEastOculus_Elevator_IN
Z39_SouthEastOculus_Elevator_OUT
Z39_SouthEastOculus_SouthEsc_IN
Z39_SouthEastOculus_SouthEsc_OUT
Z39_SouthEastOculus_NorthEsc_IN
Z39_SouthEastOculus_NorthEsc_OUT
Z40_SouthPassage_WestEsc_IN
Z40_SouthPassage_WestEsc_OUT
Z40_SouthPassage_WestStair_IN
Z40_SouthPassage_WestStair_OUT
Z40_SouthPassage_IN
Z40_SouthPassage_OUT
Z40_SouthPassage_EastStair_IN
Z40_SouthPassage_EastStair_OUT
Z40_SouthPassage_EastEsc_IN
Z40_SouthPassage_EastEsc_OUT
Z41_SouthWestPassage(North)_IN
Z41_SouthWestPassage(North)_OUT
Z41_SouthWestPassage(South)_IN
Z41_SouthWestPassage(South)_OUT
Z42_CenterPassage_Stair_IN
Z42_CenterPassage_Stair_OUT
Z42_CenterPassage_IN
Z42_CenterPassage_OUT
Z43_NorthWestPassage_IN
Z43_NorthWestPassage_OUT
Z43_SouthWestPassage_IN
Z43_SouthWestPassage_OUT
Z08_EastProj-C1-StairEsc_Elev_OUTOFELEV
Z08_EastProj-C1-StairEsc_Elev_INTOFELEV
Z08_EastProj-C1-StairEsc_NorthEsc39_IN
Z08_EastProj-C1-StairEsc_NorthEsc39_OUT
Z08_EastProj-C1-StairEsc_NorthStair_IN
Z08_EastProj-C1-StairEsc_NorthStair_OUT
Z08_EastProj-C1-StairEsc_SouthStair_IN
Z08_EastProj-C1-StairEsc_SouthStair_OUT
Z08_EastProj-C1-StairEsc_SouthEsc37_IN
Z08_EastProj-C1-StairEsc_SouthEsc37_OUT
Z09_DeyStConc-Entry_NorthDoors_IN
Z09_DeyStConc-Entry_NorthDoors_OUT
Z09_DeyStConc-Entry_SouthDoors_IN
Z09_DeyStConc-Entry_SouthDoors_OUT
Z13_T1-Office-Entry_Gen-EastMostRevDoor_IN
Z13_T1-Office-Entry_Gen-EastMostRevDoor_OUT
Z13_T1-Office-Entry_Conde-WestRevDoor_IN
Z13_T1-Office-Entry_Conde-WestRevDoor_OUT
Z13_T1-Office-Entry_Conde-CenterSwingDoors_IN
Z13_T1-Office-Entry_Conde-CenterSwingDoors_OUT
Z13_T1-Office-Entry_Passageway-West_WB
Z13_T1-Office-Entry_Passageway-West_EB
Z13_T1-Office-Entry_Conde-EastRevDoor_IN
Z13_T1-Office-Entry_Conde-EastRevDoor_OUT
Z13_T1-Office-Entry_Gen-2ndEastMostRevDoor_IN
Z13_T1-Office-Entry_Gen-2ndEastMostRevDoor_OUT
Z13_T1-Office-Entry_Gen-WestSwingDoors_IN
Z13_T1-Office-Entry_Gen-WestSwingDoors_OUT
Z13_T1-Office-Entry_Gen-WestMostRevDoor_IN
Z13_T1-Office-Entry_Gen-WestMostRevDoor_OUT
Z13_T1-Office-Entry_Gen-2ndWestMostRevDoor_IN
Z13_T1-Office-Entry_Gen-2ndWestMostRevDoor_OUT
Z13_T1-Office-Entry_Passageway-East_WB
Z13_T1-Office-Entry_Passageway-East_EB
Z14_T1-Observatory-Entry_WestSwingDoors_IN
Z14_T1-Observatory-Entry_WestSwingDoors_OUT
Z14_T1-Observatory-Entry_EastSwingDoors_IN
Z14_T1-Observatory-Entry_EastSwingDoors_OUT
Z14_T1-Observatory-Entry_WestRevDoor_IN
Z14_T1-Observatory-Entry_WestRevDoor_OUT
Z14_T1-Observatory-Entry_EastRevDoor_IN
Z14_T1-Observatory-Entry_EastRevDoor_OUT
Z14_T1-Observatory-Entry_Passageway-East_WB
Z14_T1-Observatory-Entry_Passageway-East_EB
